Row, Sol
158, -0.000000e+00
159, -0.000000e+00
160, -0.000000e+00
161, -0.000000e+00
162, -0.000000e+00
163, -0.000000e+00
164, -0.000000e+00
165, -0.000000e+00
166, -0.000000e+00
167, -0.000000e+00
168, -0.000000e+00
169, 4.382432e-03
170, 9.572420e-04
171, 2.097233e-04
172, 4.608324e-05
173, 1.015467e-05
174, 2.243757e-06
175, 4.970957e-07
176, 1.104162e-07
177, 2.458884e-08
178, 5.489684e-09
179, 1.228745e-09
180, 2.757331e-10
181, 6.203593e-11
182, 1.399399e-11
183, 3.165201e-12
184, 7.178524e-13
185, 1.632475e-13
186, 3.722409e-14
187, 8.510079e-15
188, 1.950342e-15
189, 4.479736e-16
190, 1.030875e-16
191, 2.375526e-17
192, 5.478115e-18
193, 1.263148e-18
194, 2.909300e-19
195, 6.681458e-20
196, -0.000000e+00
197, -0.000000e+00
198, -0.000000e+00
199, -0.000000e+00
200, -0.000000e+00
201, -0.000000e+00
202, -0.000000e+00
203, -0.000000e+00
204, -0.000000e+00
205, -0.000000e+00
206, -0.000000e+00
207, -0.000000e+00
208, -0.000000e+00
209, -0.000000e+00
210, -0.000000e+00
211, -0.000000e+00
212, -0.000000e+00
213, -0.000000e+00
214, -0.000000e+00
215, -0.000000e+00
216, -0.000000e+00
217, -0.000000e+00
218, -0.000000e+00
219, -0.000000e+00
220, -0.000000e+00
221, -0.000000e+00
222, -0.000000e+00
223, -0.000000e+00
224, -0.000000e+00
225, -0.000000e+00
226, -0.000000e+00
227, -0.000000e+00
228, -0.000000e+00
229, -0.000000e+00
230, -0.000000e+00
231, -0.000000e+00
232, -0.000000e+00
233, 1.722158e-05
234, 1.247288e-03
235, 5.162180e-04
236, 1.653058e-04
237, 4.754056e-05
238, 1.289394e-05
239, 3.372052e-06
240, 8.605802e-07
241, 2.158783e-07
242, 5.347929e-08
243, 1.312588e-08
244, 3.199321e-09
245, 7.757863e-10
246, 1.874043e-10
247, 4.514899e-11
248, 1.085762e-11
249, 2.608290e-12
250, 6.262777e-13
251, 1.503724e-13
252, 3.611641e-14
253, 8.678911e-15
254, 2.086780e-15
255, 5.019926e-16
256, 1.207836e-16
257, 2.905371e-17
258, 6.981892e-18
259, 1.674660e-18
260, 4.001991e-19
261, -0.000000e+00
262, -0.000000e+00
263, -0.000000e+00
264, -0.000000e+00
265, -0.000000e+00
266, -0.000000e+00
267, -0.000000e+00
268, -0.000000e+00
269, -0.000000e+00
270, -0.000000e+00
271, -0.000000e+00
272, -0.000000e+00
273, -0.000000e+00
274, -0.000000e+00
275, -0.000000e+00
276, -0.000000e+00
277, -0.000000e+00
278, -0.000000e+00
279, -0.000000e+00
280, -0.000000e+00
281, -0.000000e+00
282, -0.000000e+00
283, -0.000000e+00
284, -0.000000e+00
285, -0.000000e+00
286, -0.000000e+00
287, -0.000000e+00
288, -0.000000e+00
289, -0.000000e+00
290, -0.000000e+00
291, -0.000000e+00
292, -0.000000e+00
293, -0.000000e+00
294, -0.000000e+00
295, -0.000000e+00
296, -0.000000e+00
297, 4.570851e-08
298, 9.627736e-06
299, 3.577877e-04
300, 2.171103e-04
301, 9.061133e-05
302, 3.194685e-05
303, 1.022156e-05
304, 3.070909e-06
305, 8.830152e-07
306, 2.458986e-07
307, 6.684174e-08
308, 1.783381e-08
309, 4.689291e-09
310, 1.218923e-09
311, 3.139787e-10
312, 8.030077e-11
313, 2.042305e-11
314, 5.172107e-12
315, 1.305648e-12
316, 3.288326e-13
317, 8.268245e-14
318, 2.076644e-14
319, 5.211484e-15
320, 1.306973e-15
321, 3.275213e-16
322, 8.198618e-17
323, 2.048880e-17
324, 5.107512e-18
325, 1.267723e-18
326, -0.000000e+00
327, -0.000000e+00
328, -0.000000e+00
329, -0.000000e+00
330, -0.000000e+00
331, -0.000000e+00
332, -0.000000e+00
333, -0.000000e+00
334, -0.000000e+00
335, -0.000000e+00
336, -0.000000e+00
337, -0.000000e+00
338, -0.000000e+00
339, -0.000000e+00
340, -0.000000e+00
341, -0.000000e+00
342, -0.000000e+00
343, -0.000000e+00
344, -0.000000e+00
345, -0.000000e+00
346, -0.000000e+00
347, -0.000000e+00
348, -0.000000e+00
349, -0.000000e+00
350, -0.000000e+00
351, -0.000000e+00
352, -0.000000e+00
353, -0.000000e+00
354, -0.000000e+00
355, -0.000000e+00
356, -0.000000e+00
357, -0.000000e+00
358, -0.000000e+00
359, -0.000000e+00
360, -0.000000e+00
361, 6.058535e-11
362, 3.703028e-08
363, 4.053474e-06
364, 1.034007e-04
365, 8.229764e-05
366, 4.219089e-05
367, 1.755667e-05
368, 6.452304e-06
369, 2.183141e-06
370, 6.964574e-07
371, 2.126635e-07
372, 6.279126e-08
373, 1.805766e-08
374, 5.085286e-09
375, 1.408160e-09
376, 3.846660e-10
377, 1.039323e-10
378, 2.783474e-11
379, 7.402343e-12
380, 1.957685e-12
381, 5.155162e-13
382, 1.353013e-13
383, 3.542089e-14
384, 9.254579e-15
385, 2.413989e-15
386, 6.286816e-16
387, 1.634416e-16
388, 4.239595e-17
389, 1.096454e-17
390, 2.822104e-18
391, -0.000000e+00
392, -0.000000e+00
393, -0.000000e+00
394, -0.000000e+00
395, -0.000000e+00
396, -0.000000e+00
397, -0.000000e+00
398, -0.000000e+00
399, -0.000000e+00
400, -0.000000e+00
401, -0.000000e+00
402, -0.000000e+00
403, -0.000000e+00
404, -0.000000e+00
405, -0.000000e+00
406, -0.000000e+00
407, -0.000000e+00
408, -0.000000e+00
409, -0.000000e+00
410, -0.000000e+00
411, -0.000000e+00
412, -0.000000e+00
413, -0.000000e+00
414, -0.000000e+00
415, -0.000000e+00
416, -0.000000e+00
417, -0.000000e+00
418, -0.000000e+00
419, -0.000000e+00
420, -0.000000e+00
421, -0.000000e+00
422, -0.000000e+00
423, -0.000000e+00
424, -0.000000e+00
425, -2.908581e-15
426, 5.948236e-11
427, 2.002948e-08
428, 1.522928e-06
429, 3.009389e-05
430, 2.949405e-05
431, 1.788784e-05
432, 8.562376e-06
433, 3.546925e-06
434, 1.332062e-06
435, 4.660364e-07
436, 1.545658e-07
437, 4.918062e-08
438, 1.514243e-08
439, 4.540597e-09
440, 1.332622e-09
441, 3.843198e-10
442, 1.092603e-10
443, 3.070188e-11
444, 8.545925e-12
445, 2.360746e-12
446, 6.481993e-13
447, 1.771298e-13
448, 4.822164e-14
449, 1.308861e-14
450, 3.543779e-15
451, 9.573345e-16
452, 2.580231e-16
453, 6.935632e-17
454, 1.858015e-17
455, 4.952056e-18
456, -0.000000e+00
457, -0.000000e+00
458, -0.000000e+00
459, -0.000000e+00
460, -0.000000e+00
461, -0.000000e+00
462, -0.000000e+00
463, -0.000000e+00
464, -0.000000e+00
465, -0.000000e+00
466, -0.000000e+00
467, -0.000000e+00
468, -0.000000e+00
469, -0.000000e+00
470, -0.000000e+00
471, -0.000000e+00
472, -0.000000e+00
473, -0.000000e+00
474, -0.000000e+00
475, -0.000000e+00
476, -0.000000e+00
477, -0.000000e+00
478, -0.000000e+00
479, -0.000000e+00
480, -0.000000e+00
481, -0.000000e+00
482, -0.000000e+00
483, -0.000000e+00
484, -0.000000e+00
485, -0.000000e+00
486, -0.000000e+00
487, -0.000000e+00
488, -0.000000e+00
489, 4.238086e-18
490, -1.631546e-14
491, 3.609052e-11
492, 9.038860e-09
493, 5.384095e-07
494, 8.816558e-06
495, 1.021356e-05
496, 7.137803e-06
497, 3.856981e-06
498, 1.775424e-06
499, 7.318141e-07
500, 2.782373e-07
501, 9.947409e-08
502, 3.389024e-08
503, 1.111000e-08
504, 3.530216e-09
505, 1.093466e-09
506, 3.316646e-10
507, 9.887636e-11
508, 2.906169e-11
509, 8.443165e-12
510, 2.429919e-12
511, 6.940291e-13
512, 1.970279e-13
513, 5.566500e-14
514, 1.566604e-14
515, 4.394935e-15
516, 1.229491e-15
517, 3.430062e-16
518, 9.540144e-17
519, 2.643702e-17
520, 7.287123e-18
521, -0.000000e+00
522, -0.000000e+00
523, -0.000000e+00
524, -0.000000e+00
525, -0.000000e+00
526, -0.000000e+00
527, -0.000000e+00
528, -0.000000e+00
529, -0.000000e+00
530, -0.000000e+00
531, -0.000000e+00
532, -0.000000e+00
533, -0.000000e+00
534, -0.000000e+00
535, -0.000000e+00
536, -0.000000e+00
537, -0.000000e+00
538, -0.000000e+00
539, -0.000000e+00
540, -0.000000e+00
541, -0.000000e+00
542, -0.000000e+00
543, -0.000000e+00
544, -0.000000e+00
545, -0.000000e+00
546, -0.000000e+00
547, -0.000000e+00
548, -0.000000e+00
549, -0.000000e+00
550, -0.000000e+00
551, -0.000000e+00
552, -0.000000e+00
553, -1.225592e-20
554, 2.884105e-17
555, -2.176834e-14
556, 1.725713e-11
557, 3.674272e-09
558, 1.833727e-07
559, 2.598901e-06
560, 3.457809e-06
561, 2.730670e-06
562, 1.641825e-06
563, 8.304408e-07
564, 3.723238e-07
565, 1.526965e-07
566, 5.848035e-08
567, 2.121948e-08
568, 7.372158e-09
569, 2.472166e-09
570, 8.052227e-10
571, 2.560383e-10
572, 7.980767e-11
573, 2.447013e-11
574, 7.401940e-12
575, 2.214353e-12
576, 6.565250e-13
577, 1.932522e-13
578, 5.655823e-14
579, 1.647639e-14
580, 4.781729e-15
581, 1.383201e-15
582, 3.988716e-16
583, 1.146400e-16
584, 3.282050e-17
585, 9.345583e-18
586, -0.000000e+00
587, -0.000000e+00
588, -0.000000e+00
589, -0.000000e+00
590, -0.000000e+00
591, -0.000000e+00
592, -0.000000e+00
593, -0.000000e+00
594, -0.000000e+00
595, -0.000000e+00
596, -0.000000e+00
597, -0.000000e+00
598, -0.000000e+00
599, -0.000000e+00
600, -0.000000e+00
601, -0.000000e+00
602, -0.000000e+00
603, -0.000000e+00
604, -0.000000e+00
605, -0.000000e+00
606, -0.000000e+00
607, -0.000000e+00
608, -0.000000e+00
609, -0.000000e+00
610, -0.000000e+00
611, -0.000000e+00
612, -0.000000e+00
613, -0.000000e+00
614, -0.000000e+00
615, -0.000000e+00
616, -0.000000e+00
617, 5.321230e-23
618, -9.439166e-20
619, 5.033460e-17
620, -1.812226e-14
621, 7.074083e-12
622, 1.394707e-09
623, 6.091810e-08
624, 7.704677e-07
625, 1.152504e-06
626, 1.013051e-06
627, 6.700076e-07
628, 3.690121e-07
629, 1.786263e-07
630, 7.853417e-08
631, 3.205086e-08
632, 1.232965e-08
633, 4.521720e-09
634, 1.594610e-09
635, 5.444545e-10
636, 1.809733e-10
637, 5.882780e-11
638, 1.877218e-11
639, 5.899409e-12
640, 1.830860e-12
641, 5.624323e-13
642, 1.713615e-13
643, 5.186772e-14
644, 1.561680e-14
645, 4.681915e-15
646, 1.398512e-15
647, 4.163258e-16
648, 1.234995e-16
649, 3.648659e-17
650, 1.072186e-17
651, -0.000000e+00
652, -0.000000e+00
653, -0.000000e+00
654, -0.000000e+00
655, -0.000000e+00
656, -0.000000e+00
657, -0.000000e+00
658, -0.000000e+00
659, -0.000000e+00
660, -0.000000e+00
661, -0.000000e+00
662, -0.000000e+00
663, -0.000000e+00
664, -0.000000e+00
665, -0.000000e+00
666, -0.000000e+00
667, -0.000000e+00
668, -0.000000e+00
669, -0.000000e+00
670, -0.000000e+00
671, -0.000000e+00
672, -0.000000e+00
673, -0.000000e+00
674, -0.000000e+00
675, -0.000000e+00
676, -0.000000e+00
677, -0.000000e+00
678, -0.000000e+00
679, -0.000000e+00
680, -0.000000e+00
681, -3.084174e-25
682, 4.515874e-22
683, -1.989746e-19
684, 5.383748e-17
685, -1.160373e-14
686, 2.575803e-12
687, 5.042601e-10
688, 1.988533e-08
689, 2.296148e-07
690, 3.798804e-07
691, 3.672230e-07
692, 2.646709e-07
693, 1.575338e-07
694, 8.182118e-08
695, 3.836207e-08
696, 1.660831e-08
697, 6.747139e-09
698, 2.602952e-09
699, 9.623877e-10
700, 3.435005e-10
701, 1.190581e-10
702, 4.026847e-11
703, 1.334532e-11
704, 4.348788e-12
705, 1.397596e-12
706, 4.441018e-13
707, 1.398355e-13
708, 4.370972e-14
709, 1.358325e-14
710, 4.201266e-15
711, 1.294295e-15
712, 3.972989e-16
713, 1.215074e-16
714, 3.700661e-17
715, 1.121218e-17
716, -0.000000e+00
717, -0.000000e+00
718, -0.000000e+00
719, -0.000000e+00
720, -0.000000e+00
721, -0.000000e+00
722, -0.000000e+00
723, -0.000000e+00
724, -0.000000e+00
725, -0.000000e+00
726, -0.000000e+00
727, -0.000000e+00
728, -0.000000e+00
729, -0.000000e+00
730, -0.000000e+00
731, -0.000000e+00
732, -0.000000e+00
733, -0.000000e+00
734, -0.000000e+00
735, -0.000000e+00
736, -0.000000e+00
737, -0.000000e+00
738, -0.000000e+00
739, -0.000000e+00
740, -0.000000e+00
741, -0.000000e+00
742, -0.000000e+00
743, -0.000000e+00
744, -0.000000e+00
745, 2.234037e-27
746, -2.841608e-24
747, 1.106612e-21
748, -2.553593e-19
749, 4.351584e-17
750, -6.229013e-15
751, 8.422017e-13
752, 1.757498e-10
753, 6.407892e-09
754, 6.876048e-08
755, 1.242017e-07
756, 1.307509e-07
757, 1.018994e-07
758, 6.513057e-08
759, 3.610406e-08
760, 1.797007e-08
761, 8.220855e-09
762, 3.514847e-09
763, 1.422096e-09
764, 5.497532e-10
765, 2.046218e-10
766, 7.378966e-11
767, 2.591521e-11
768, 8.902976e-12
769, 3.003065e-12
770, 9.977983e-13
771, 3.274712e-13
772, 1.064106e-13
773, 3.430392e-14
774, 1.098892e-14
775, 3.502370e-15
776, 1.111575e-15
777, 3.514626e-16
778, 1.107086e-16
779, 3.472580e-17
780, 1.083852e-17
781, -0.000000e+00
782, -0.000000e+00
783, -0.000000e+00
784, -0.000000e+00
785, -0.000000e+00
786, -0.000000e+00
787, -0.000000e+00
788, -0.000000e+00
789, -0.000000e+00
790, -0.000000e+00
791, -0.000000e+00
792, -0.000000e+00
793, -0.000000e+00
794, -0.000000e+00
795, -0.000000e+00
796, -0.000000e+00
797, -0.000000e+00
798, -0.000000e+00
799, -0.000000e+00
800, -0.000000e+00
801, -0.000000e+00
802, -0.000000e+00
803, -0.000000e+00
804, -0.000000e+00
805, -0.000000e+00
806, -0.000000e+00
807, -0.000000e+00
808, -0.000000e+00
809, -1.937737e-29
810, 2.212879e-26
811, -7.904928e-24
812, 1.646093e-21
813, -2.453535e-19
814, 2.910540e-17
815, -2.925245e-15
816, 2.444843e-13
817, 5.950532e-11
818, 2.044764e-09
819, 2.068199e-08
820, 4.036496e-08
821, 4.590098e-08
822, 3.842795e-08
823, 2.623282e-08
824, 1.544901e-08
825, 8.130916e-09
826, 3.917054e-09
827, 1.757241e-09
828, 7.436370e-10
829, 2.998503e-10
830, 1.161300e-10
831, 4.348422e-11
832, 1.582874e-11
833, 5.627386e-12
834, 1.961744e-12
835, 6.728936e-13
836, 2.277762e-13
837, 7.628432e-14
838, 2.533162e-14
839, 8.355261e-15
840, 2.741097e-15
841, 8.953172e-16
842, 2.913052e-16
843, 9.442001e-17
844, 3.047521e-17
845, 9.791186e-18
846, -0.000000e+00
847, 3.660850e-02
848, 7.916891e-03
849, 1.692919e-03
850, 3.579534e-04
851, 7.485488e-05
852, 1.548780e-05
853, 3.172287e-06
854, 6.436605e-07
855, 1.294713e-07
856, 2.583958e-08
857, 5.121293e-09
858, 1.008931e-09
859, 1.977638e-10
860, 3.860637e-11
861, 7.513135e-12
862, 1.458994e-12
863, 2.829883e-13
864, 5.487386e-14
865, 1.064704e-14
866, 2.068819e-15
867, 4.028901e-16
868, 7.869284e-17
869, 1.542595e-17
870, 3.036600e-18
871, 6.005633e-19
872, 1.193838e-19
873, 2.386102e-20
874, 4.796169e-21
875, 9.697471e-22
876, 1.838724e-22
877, 1.862042e-21
878, -1.935339e-19
879, 1.690002e-17
880, -1.226900e-15
881, 5.978025e-14
882, 1.967328e-11
883, 6.475192e-10
884, 6.245831e-09
885, 1.305995e-08
886, 1.593260e-08
887, 1.424858e-08
888, 1.033976e-08
889, 6.443302e-09
890, 3.573432e-09
891, 1.807335e-09
892, 8.484454e-10
893, 3.746411e-10
894, 1.572246e-10
895, 6.323515e-11
896, 2.454169e-11
897, 9.243818e-12
898, 3.395634e-12
899, 1.221626e-12
900, 4.320009e-13
901, 1.506365e-13
902, 5.193449e-14
903, 1.774456e-14
904, 6.019864e-15
905, 2.030820e-15
906, 6.820007e-16
907, 2.281357e-16
908, 7.602359e-17
909, 2.522824e-17
910, 8.337516e-18
911, -7.786826e-04
912, 9.986344e-03
913, 5.189067e-03
914, 1.761020e-03
915, 5.106126e-04
916, 1.357487e-04
917, 3.408190e-05
918, 8.206748e-06
919, 1.913088e-06
920, 4.344464e-07
921, 9.654987e-08
922, 2.107233e-08
923, 4.529654e-09
924, 9.613106e-10
925, 2.018494e-10
926, 4.201204e-11
927, 8.682417e-12
928, 1.784436e-12
929, 3.652342e-13
930, 7.454477e-14
931, 1.518993e-14
932, 3.093561e-15
933, 6.303065e-16
934, 1.285925e-16
935, 2.628970e-17
936, 5.389527e-18
937, 1.108547e-18
938, 2.288727e-19
939, 4.744855e-20
940, 9.879973e-21
941, 2.049881e-21
942, 2.079842e-21
943, -1.317080e-19
944, 8.755221e-18
945, -4.619221e-16
946, 9.929031e-15
947, 6.373519e-12
948, 2.038024e-10
949, 1.893098e-09
950, 4.211421e-09
951, 5.479904e-09
952, 5.209674e-09
953, 4.002261e-09
954, 2.629729e-09
955, 1.532108e-09
956, 8.113307e-10
957, 3.976017e-10
958, 1.827932e-10
959, 7.968458e-11
960, 3.322252e-11
961, 1.334205e-11
962, 5.192079e-12
963, 1.967916e-12
964, 7.296812e-13
965, 2.656959e-13
966, 9.532542e-14
967, 3.379533e-14
968, 1.186852e-14
969, 4.137283e-15
970, 1.433885e-15
971, 4.946556e-16
972, 1.699737e-16
973, 5.818715e-17
974, 1.983763e-17
975, 6.739292e-18
976, -4.291560e-04
977, 2.606187e-03
978, 2.225852e-03
979, 1.084561e-03
980, 4.121521e-04
981, 1.357904e-04
982, 4.070195e-05
983, 1.139370e-05
984, 3.026719e-06
985, 7.712236e-07
986, 1.899362e-07
987, 4.547364e-08
988, 1.063195e-08
989, 2.436606e-09
990, 5.490838e-10
991, 1.219963e-10
992, 2.678782e-11
993, 5.825372e-12
994, 1.256962e-12
995, 2.695672e-13
996, 5.754661e-14
997, 1.224544e-14
998, 2.600536e-15
999, 5.517692e-16
1000, 1.170773e-16
1001, 2.486376e-17
1002, 5.288637e-18
1003, 1.127339e-18
1004, 2.409338e-19
1005, 5.164462e-20
1006, 1.108852e-20
1007, 3.673455e-21
1008, -7.933473e-20
1009, 4.108222e-18
1010, -1.540725e-16
1011, -7.408938e-16
1012, 2.028091e-12
1013, 6.382579e-11
1014, 5.756941e-10
1015, 1.354670e-09
1016, 1.870714e-09
1017, 1.882614e-09
1018, 1.525598e-09
1019, 1.053637e-09
1020, 6.430968e-10
1021, 3.556987e-10
1022, 1.815733e-10
1023, 8.674234e-11
1024, 3.920840e-11
1025, 1.691796e-11
1026, 7.019857e-12
1027, 2.818468e-12
1028, 1.100804e-12
1029, 4.201630e-13
1030, 1.573544e-13
1031, 5.802478e-14
1032, 2.113204e-14
1033, 7.620665e-15
1034, 2.727159e-15
1035, 9.701651e-16
1036, 3.435176e-16
1037, 1.211588e-16
1038, 4.257593e-17
1039, 1.490183e-17
1040, 5.200844e-18
1041, -1.754915e-04
1042, 6.459261e-04
1043, 8.106062e-04
1044, 5.256375e-04
1045, 2.512241e-04
1046, 1.000538e-04
1047, 3.522372e-05
1048, 1.133226e-05
1049, 3.401901e-06
1050, 9.664158e-07
1051, 2.624413e-07
1052, 6.864897e-08
1053, 1.740060e-08
1054, 4.294630e-09
1055, 1.036263e-09
1056, 2.452940e-10
1057, 5.713017e-11
1058, 1.312612e-11
1059, 2.981946e-12
1060, 6.711899e-13
1061, 1.499574e-13
1062, 3.331015e-14
1063, 7.367191e-15
1064, 1.624435e-15
1065, 3.574927e-16
1066, 7.859959e-17
1067, 1.727916e-17
1068, 3.800800e-18
1069, 8.369905e-19
1070, 1.846070e-19
1071, 4.077906e-20
1072, 9.912849e-21
1073, -4.185121e-20
1074, 1.756003e-18
1075, -4.325476e-17
1076, -1.760134e-15
1077, 6.348281e-13
1078, 1.990524e-11
1079, 1.755935e-10
1080, 4.349476e-10
1081, 6.346940e-10
1082, 6.736321e-10
1083, 5.739740e-10
1084, 4.155000e-10
1085, 2.650268e-10
1086, 1.527697e-10
1087, 8.107147e-11
1088, 4.017331e-11
1089, 1.879797e-11
1090, 8.381850e-12
1091, 3.588472e-12
1092, 1.484576e-12
1093, 5.967736e-13
1094, 2.342123e-13
1095, 9.011974e-14
1096, 3.412169e-14
1097, 1.275342e-14
1098, 4.718439e-15
1099, 1.731980e-15
1100, 6.319164e-16
1101, 2.294774e-16
1102, 8.301398e-17
1103, 2.992383e-17
1104, 1.074517e-17
1105, 3.850440e-18
1106, -6.309036e-05
1107, 1.496432e-04
1108, 2.680909e-04
1109, 2.216045e-04
1110, 1.291884e-04
1111, 6.090759e-05
1112, 2.481662e-05
1113, 9.078305e-06
1114, 3.054978e-06
1115, 9.615602e-07
1116, 2.865099e-07
1117, 8.155609e-08
1118, 2.233757e-08
1119, 5.920997e-09
1120, 1.526234e-09
1121, 3.841346e-10
1122, 9.473349e-11
1123, 2.296191e-11
1124, 5.484838e-12
1125, 1.294207e-12
1126, 3.023048e-13
1127, 7.003308e-14
1128, 1.611764e-14
1129, 3.690439e-15
1130, 8.417690e-16
1131, 1.914835e-16
1132, 4.348183e-17
1133, 9.864399e-18
1134, 2.237197e-18
1135, 5.074974e-19
1136, 1.151823e-19
1137, 2.671836e-20
1138, -1.612316e-20
1139, 6.812072e-19
1140, -8.355801e-18
1141, -1.119107e-15
1142, 1.956326e-13
1143, 6.185626e-12
1144, 5.370257e-11
1145, 1.394615e-10
1146, 2.142422e-10
1147, 2.390256e-10
1148, 2.135313e-10
1149, 1.616125e-10
1150, 1.074873e-10
1151, 6.444340e-11
1152, 3.548850e-11
1153, 1.821112e-11
1154, 8.808152e-12
1155, 4.052986e-12
1156, 1.788050e-12
1157, 7.613135e-13
1158, 3.146284e-13
1159, 1.268341e-13
1160, 5.009180e-14
1161, 1.945573e-14
1162, 7.456356e-15
1163, 2.827824e-15
1164, 1.063836e-15
1165, 3.977773e-16
1166, 1.480402e-16
1167, 5.488994e-17
1168, 2.028272e-17
1169, 7.467357e-18
1170, 2.745980e-18
1171, -2.102151e-05
1172, 3.129417e-05
1173, 8.261314e-05
1174, 8.504869e-05
1175, 5.920129e-05
1176, 3.250188e-05
1177, 1.513712e-05
1178, 6.236714e-06
1179, 2.335320e-06
1180, 8.096520e-07
1181, 2.634557e-07
1182, 8.129459e-08
1183, 2.398264e-08
1184, 6.808955e-09
1185, 1.870643e-09
1186, 4.996209e-10
1187, 1.302440e-10
1188, 3.325407e-11
1189, 8.341027e-12
1190, 2.060844e-12
1191, 5.027496e-13
1192, 1.213536e-13
1193, 2.903737e-14
1194, 6.898879e-15
1195, 1.629828e-15
1196, 3.833452e-16
1197, 8.986454e-17
1198, 2.101499e-17
1199, 4.906094e-18
1200, 1.144111e-18
1201, 2.666321e-19
1202, 6.243650e-20
1203, 4.241440e-21
1204, 2.365616e-19
1205, 5.170553e-19
1206, -5.513143e-16
1207, 5.936511e-14
1208, 1.916177e-12
1209, 1.646396e-11
1210, 4.467382e-11
1211, 7.201167e-11
1212, 8.420934e-11
1213, 7.867033e-11
1214, 6.211151e-11
1215, 4.298700e-11
1216, 2.675721e-11
1217, 1.526554e-11
1218, 8.100044e-12
1219, 4.043999e-12
1220, 1.917826e-12
1221, 8.708321e-13
1222, 3.811798e-13
1223, 1.617861e-13
1224, 6.692582e-14
1225, 2.710467e-14
1226, 1.078984e-14
1227, 4.236586e-15
1228, 1.645703e-15
1229, 6.340494e-16
1230, 2.427857e-16
1231, 9.253840e-17
1232, 3.514394e-17
1233, 1.330386e-17
1234, 5.018824e-18
1235, 1.893003e-18
1236, -6.642921e-06
1237, 5.374433e-06
1238, 2.395159e-05
1239, 3.042774e-05
1240, 2.493215e-05
1241, 1.574050e-05
1242, 8.294342e-06
1243, 3.817574e-06
1244, 1.580166e-06
1245, 6.002235e-07
1246, 2.123528e-07
1247, 7.077205e-08
1248, 2.241913e-08
